week,week_start,location,product,on_hand,in_transit,backlog
121,2025-04-28,DC_C,P1,264,157,35
121,2025-04-28,DC_C,P2,586,95,37
121,2025-04-28,DC_C,P3,373,133,40
121,2025-04-28,DC_C,P4,288,101,38
121,2025-04-28,DC_C,P5,428,63,21
121,2025-04-28,DC_E,P1,434,186,9
121,2025-04-28,DC_E,P2,522,69,12
121,2025-04-28,DC_E,P3,297,181,9
121,2025-04-28,DC_E,P4,514,119,49
121,2025-04-28,DC_E,P5,535,160,43
122,2025-05-05,DC_W,P1,453,176,13
122,2025-05-05,DC_W,P2,239,142,21
122,2025-05-05,DC_W,P3,370,129,18
122,2025-05-05,DC_W,P4,450,54,48
122,2025-05-05,DC_W,P5,569,190,18
122,2025-05-05,DC_C,P1,412,193,45
122,2025-05-05,DC_C,P2,516,111,28
122,2025-05-05,DC_C,P3,517,90,31
122,2025-05-05,DC_C,P4,531,156,23
122,2025-05-05,DC_C,P5,433,198,30
122,2025-05-05,DC_E,P1,514,158,35
122,2025-05-05,DC_E,P2,486,118,23
122,2025-05-05,DC_E,P3,387,54,12
122,2025-05-05,DC_E,P4,261,182,13
122,2025-05-05,DC_E,P5,255,67,34
123,2025-05-12,DC_W,P1,202,120,5
123,2025-05-12,DC_W,P2,539,193,47
123,2025-05-12,DC_W,P3,376,146,29
123,2025-05-12,DC_W,P4,340,116,3
123,2025-05-12,DC_W,P5,518,86,23
123,2025-05-12,DC_C,P1,392,134,40
123,2025-05-12,DC_C,P2,476,149,26
123,2025-05-12,DC_C,P3,238,110,47
123,2025-05-12,DC_C,P4,598,159,11
123,2025-05-12,DC_C,P5,240,112,42
123,2025-05-12,DC_E,P1,488,182,30
123,2025-05-12,DC_E,P2,252,67,2
123,2025-05-12,DC_E,P3,426,86,36
123,2025-05-12,DC_E,P4,474,97,8
123,2025-05-12,DC_E,P5,240,160,22
124,2025-05-19,DC_W,P1,329,178,29
124,2025-05-19,DC_W,P2,407,161,40
124,2025-05-19,DC_W,P3,474,116,18
124,2025-05-19,DC_W,P4,508,127,35
124,2025-05-19,DC_W,P5,556,187,13
124,2025-05-19,DC_C,P1,275,89,37
124,2025-05-19,DC_C,P2,348,76,4
124,2025-05-19,DC_C,P3,330,70,7
124,2025-05-19,DC_C,P4,473,52,5
124,2025-05-19,DC_C,P5,537,176,16
124,2025-05-19,DC_E,P1,235,155,18
124,2025-05-19,DC_E,P2,218,73,6
124,2025-05-19,DC_E,P3,435,184,39
124,2025-05-19,DC_E,P4,418,113,30
124,2025-05-19,DC_E,P5,377,86,33
125,2025-05-26,DC_W,P1,549,105,42
125,2025-05-26,DC_W,P2,372,110,1
125,2025-05-26,DC_W,P3,478,171,33
125,2025-05-26,DC_W,P4,260,65,28
125,2025-05-26,DC_W,P5,360,114,48
125,2025-05-26,DC_C,P1,489,111,0
125,2025-05-26,DC_C,P2,213,152,41
125,2025-05-26,DC_C,P3,483,110,1
125,2025-05-26,DC_C,P4,586,197,27
125,2025-05-26,DC_C,P5,228,131,44
125,2025-05-26,DC_E,P1,471,157,4
125,2025-05-26,DC_E,P2,242,69,45
125,2025-05-26,DC_E,P3,410,168,5
125,2025-05-26,DC_E,P4,571,173,11
125,2025-05-26,DC_E,P5,549,89,10
126,2025-06-02,DC_W,P1,305,186,45
126,2025-06-02,DC_W,P2,331,155,33
126,2025-06-02,DC_W,P3,522,94,25
126,2025-06-02,DC_W,P4,467,53,18
126,2025-06-02,DC_W,P5,478,87,47
126,2025-06-02,DC_C,P1,212,193,10
126,2025-06-02,DC_C,P2,219,93,39
126,2025-06-02,DC_C,P3,500,81,9
126,2025-06-02,DC_C,P4,457,118,39
126,2025-06-02,DC_C,P5,209,141,36
126,2025-06-02,DC_E,P1,597,151,11
126,2025-06-02,DC_E,P2,243,146,26
126,2025-06-02,DC_E,P3,559,158,25
126,2025-06-02,DC_E,P4,361,110,11
126,2025-06-02,DC_E,P5,206,136,10
127,2025-06-09,DC_W,P1,283,68,9
127,2025-06-09,DC_W,P2,212,151,20
127,2025-06-09,DC_W,P3,424,145,48
127,2025-06-09,DC_W,P4,227,112,12
127,2025-06-09,DC_W,P5,390,188,36
127,2025-06-09,DC_C,P1,464,116,33
127,2025-06-09,DC_C,P2,212,137,27
127,2025-06-09,DC_C,P3,338,80,40
127,2025-06-09,DC_C,P4,221,60,22
127,2025-06-09,DC_C,P5,301,161,31
127,2025-06-09,DC_E,P1,509,98,37
127,2025-06-09,DC_E,P2,544,101,16
127,2025-06-09,DC_E,P3,559,57,17
127,2025-06-09,DC_E,P4,247,54,5
127,2025-06-09,DC_E,P5,372,153,14
128,2025-06-16,DC_W,P1,539,115,48
128,2025-06-16,DC_W,P2,581,165,46
128,2025-06-16,DC_W,P3,482,184,11
128,2025-06-16,DC_W,P4,338,162,21
128,2025-06-16,DC_W,P5,534,181,14
128,2025-06-16,DC_C,P1,529,73,16
128,2025-06-16,DC_C,P2,407,83,28
128,2025-06-16,DC_C,P3,431,81,39
128,2025-06-16,DC_C,P4,452,97,11
128,2025-06-16,DC_C,P5,551,175,11
128,2025-06-16,DC_E,P1,214,170,30
128,2025-06-16,DC_E,P2,240,138,22
128,2025-06-16,DC_E,P3,509,81,22
128,2025-06-16,DC_E,P4,262,193,38
128,2025-06-16,DC_E,P5,494,153,21
129,2025-06-23,DC_W,P1,569,60,40
129,2025-06-23,DC_W,P2,286,98,25
129,2025-06-23,DC_W,P3,513,175,29
129,2025-06-23,DC_W,P4,361,191,12
129,2025-06-23,DC_W,P5,521,141,18
129,2025-06-23,DC_C,P1,200,116,13
129,2025-06-23,DC_C,P2,241,61,17
129,2025-06-23,DC_C,P3,445,175,9
129,2025-06-23,DC_C,P4,369,108,25
129,2025-06-23,DC_C,P5,523,133,42
129,2025-06-23,DC_E,P1,407,140,21
129,2025-06-23,DC_E,P2,529,188,31
129,2025-06-23,DC_E,P3,528,58,45
129,2025-06-23,DC_E,P4,275,88,2
129,2025-06-23,DC_E,P5,586,177,45
130,2025-06-30,DC_W,P1,538,121,46
130,2025-06-30,DC_W,P2,587,125,8
130,2025-06-30,DC_W,P3,463,196,43
130,2025-06-30,DC_W,P4,544,190,44
130,2025-06-30,DC_W,P5,510,157,13
130,2025-06-30,DC_C,P1,448,128,43
130,2025-06-30,DC_C,P2,396,69,0
130,2025-06-30,DC_C,P3,471,132,16
130,2025-06-30,DC_C,P4,267,120,5
130,2025-06-30,DC_C,P5,334,106,23
130,2025-06-30,DC_E,P1,386,88,42
130,2025-06-30,DC_E,P2,342,84,8
130,2025-06-30,DC_E,P3,329,60,1
130,2025-06-30,DC_E,P4,442,142,26
130,2025-06-30,DC_E,P5,504,55,46
131,2025-07-07,DC_W,P1,238,151,6
131,2025-07-07,DC_W,P2,551,126,4
131,2025-07-07,DC_W,P3,446,51,38
131,2025-07-07,DC_W,P4,460,81,18
131,2025-07-07,DC_W,P5,203,154,16
131,2025-07-07,DC_C,P1,428,193,14
131,2025-07-07,DC_C,P2,596,144,12
131,2025-07-07,DC_C,P3,374,161,22
131,2025-07-07,DC_C,P4,227,75,39
131,2025-07-07,DC_C,P5,459,135,8
131,2025-07-07,DC_E,P1,535,194,2
131,2025-07-07,DC_E,P2,231,182,40
131,2025-07-07,DC_E,P3,447,191,32
131,2025-07-07,DC_E,P4,286,159,32
131,2025-07-07,DC_E,P5,594,82,29
132,2025-07-14,DC_W,P1,512,100,18
132,2025-07-14,DC_W,P2,555,110,31
132,2025-07-14,DC_W,P3,555,81,49
132,2025-07-14,DC_W,P4,480,124,21
132,2025-07-14,DC_W,P5,581,80,15
132,2025-07-14,DC_C,P1,323,93,23
132,2025-07-14,DC_C,P2,595,183,16
132,2025-07-14,DC_C,P3,369,150,0
132,2025-07-14,DC_C,P4,528,181,42
132,2025-07-14,DC_C,P5,350,119,0
132,2025-07-14,DC_E,P1,359,119,45
132,2025-07-14,DC_E,P2,557,194,44
132,2025-07-14,DC_E,P3,203,146,3
132,2025-07-14,DC_E,P4,309,136,35
132,2025-07-14,DC_E,P5,461,57,5
133,2025-07-21,DC_W,P1,251,63,8
133,2025-07-21,DC_W,P2,475,174,20
133,2025-07-21,DC_W,P3,477,80,48
133,2025-07-21,DC_W,P4,339,176,47
133,2025-07-21,DC_W,P5,545,60,32
133,2025-07-21,DC_C,P1,248,50,2
133,2025-07-21,DC_C,P2,566,186,11
133,2025-07-21,DC_C,P3,418,193,24
133,2025-07-21,DC_C,P4,357,122,39
133,2025-07-21,DC_C,P5,390,167,21
133,2025-07-21,DC_E,P1,300,98,3
133,2025-07-21,DC_E,P2,398,72,40
133,2025-07-21,DC_E,P3,368,164,47
133,2025-07-21,DC_E,P4,539,192,28
133,2025-07-21,DC_E,P5,266,190,43
134,2025-07-28,DC_W,P1,545,153,31
134,2025-07-28,DC_W,P2,205,162,4
134,2025-07-28,DC_W,P3,303,132,22
134,2025-07-28,DC_W,P4,206,173,43
134,2025-07-28,DC_W,P5,472,131,48
134,2025-07-28,DC_C,P1,247,160,6
134,2025-07-28,DC_C,P2,352,137,36
134,2025-07-28,DC_C,P3,201,89,26
134,2025-07-28,DC_C,P4,413,145,15
134,2025-07-28,DC_C,P5,416,78,9
134,2025-07-28,DC_E,P1,430,152,6
134,2025-07-28,DC_E,P2,249,134,13
134,2025-07-28,DC_E,P3,356,110,8
134,2025-07-28,DC_E,P4,200,177,35
134,2025-07-28,DC_E,P5,476,131,35
135,2025-08-04,DC_W,P1,574,149,13
135,2025-08-04,DC_W,P2,428,116,27
135,2025-08-04,DC_W,P3,407,178,32
135,2025-08-04,DC_W,P4,275,59,21
135,2025-08-04,DC_W,P5,206,97,18
135,2025-08-04,DC_C,P1,350,196,15
135,2025-08-04,DC_C,P2,306,69,25
135,2025-08-04,DC_C,P3,261,142,7
135,2025-08-04,DC_C,P4,430,173,2
135,2025-08-04,DC_C,P5,367,119,39
135,2025-08-04,DC_E,P1,387,135,39
135,2025-08-04,DC_E,P2,423,103,4
135,2025-08-04,DC_E,P3,491,180,48
135,2025-08-04,DC_E,P4,570,169,32
135,2025-08-04,DC_E,P5,512,114,29
136,2025-08-11,DC_W,P1,339,99,37
136,2025-08-11,DC_W,P2,381,81,10
136,2025-08-11,DC_W,P3,543,151,27
136,2025-08-11,DC_W,P4,360,114,2
136,2025-08-11,DC_W,P5,381,169,19
136,2025-08-11,DC_C,P1,353,52,22
136,2025-08-11,DC_C,P2,210,135,25
136,2025-08-11,DC_C,P3,536,137,16
136,2025-08-11,DC_C,P4,406,154,4
136,2025-08-11,DC_C,P5,448,187,14
136,2025-08-11,DC_E,P1,450,173,25
136,2025-08-11,DC_E,P2,487,96,15
136,2025-08-11,DC_E,P3,467,155,46
136,2025-08-11,DC_E,P4,289,120,12
136,2025-08-11,DC_E,P5,232,110,18
137,2025-08-18,DC_W,P1,308,94,18
137,2025-08-18,DC_W,P2,595,167,3
137,2025-08-18,DC_W,P3,548,144,44
137,2025-08-18,DC_W,P4,336,119,44
137,2025-08-18,DC_W,P5,309,187,41
137,2025-08-18,DC_C,P1,592,98,11
137,2025-08-18,DC_C,P2,332,193,16
137,2025-08-18,DC_C,P3,426,110,19
137,2025-08-18,DC_C,P4,277,130,42
137,2025-08-18,DC_C,P5,219,183,33
137,2025-08-18,DC_E,P1,446,143,14
137,2025-08-18,DC_E,P2,366,169,15
137,2025-08-18,DC_E,P3,388,52,36
137,2025-08-18,DC_E,P4,367,128,5
137,2025-08-18,DC_E,P5,596,95,31
138,2025-08-25,DC_W,P1,432,167,14
138,2025-08-25,DC_W,P2,502,107,20
138,2025-08-25,DC_W,P3,469,167,33
138,2025-08-25,DC_W,P4,559,92,45
138,2025-08-25,DC_W,P5,252,148,27
138,2025-08-25,DC_C,P1,397,96,25
138,2025-08-25,DC_C,P2,264,105,4
138,2025-08-25,DC_C,P3,428,64,8
138,2025-08-25,DC_C,P4,234,107,42
138,2025-08-25,DC_C,P5,562,60,31
138,2025-08-25,DC_E,P1,473,130,33
138,2025-08-25,DC_E,P2,293,123,19
138,2025-08-25,DC_E,P3,235,143,24
138,2025-08-25,DC_E,P4,310,121,38
138,2025-08-25,DC_E,P5,520,147,23
139,2025-09-01,DC_W,P1,430,107,6
139,2025-09-01,DC_W,P2,354,129,29
139,2025-09-01,DC_W,P3,574,166,7
139,2025-09-01,DC_W,P4,269,65,36
139,2025-09-01,DC_W,P5,482,197,26
139,2025-09-01,DC_C,P1,530,136,43
139,2025-09-01,DC_C,P2,488,146,28
139,2025-09-01,DC_C,P3,489,112,4
139,2025-09-01,DC_C,P4,215,121,29
139,2025-09-01,DC_C,P5,231,93,16
139,2025-09-01,DC_E,P1,425,91,4
139,2025-09-01,DC_E,P2,265,76,42
139,2025-09-01,DC_E,P3,313,157,28
139,2025-09-01,DC_E,P4,590,90,7
139,2025-09-01,DC_E,P5,220,86,34
140,2025-09-08,DC_W,P1,234,86,42
140,2025-09-08,DC_W,P2,433,60,2
140,2025-09-08,DC_W,P3,224,191,42
140,2025-09-08,DC_W,P4,537,188,25
140,2025-09-08,DC_W,P5,298,110,35
140,2025-09-08,DC_C,P1,550,115,26
140,2025-09-08,DC_C,P2,572,66,43
140,2025-09-08,DC_C,P3,263,122,10
140,2025-09-08,DC_C,P4,441,133,19
140,2025-09-08,DC_C,P5,545,148,36
140,2025-09-08,DC_E,P1,260,182,8
140,2025-09-08,DC_E,P2,289,69,22
140,2025-09-08,DC_E,P3,555,87,18
140,2025-09-08,DC_E,P4,538,142,37
140,2025-09-08,DC_E,P5,285,157,11
141,2025-09-15,DC_W,P1,594,133,34
141,2025-09-15,DC_W,P2,247,87,6
141,2025-09-15,DC_W,P3,356,92,36
141,2025-09-15,DC_W,P4,243,162,2
141,2025-09-15,DC_W,P5,280,168,37
141,2025-09-15,DC_C,P1,390,57,30
141,2025-09-15,DC_C,P2,362,97,32
141,2025-09-15,DC_C,P3,374,63,45
141,2025-09-15,DC_C,P4,511,58,26
141,2025-09-15,DC_C,P5,233,175,30
141,2025-09-15,DC_E,P1,268,53,1
141,2025-09-15,DC_E,P2,402,160,6
141,2025-09-15,DC_E,P3,288,99,10
141,2025-09-15,DC_E,P4,356,133,34
141,2025-09-15,DC_E,P5,585,189,28
142,2025-09-22,DC_W,P1,493,192,4
142,2025-09-22,DC_W,P2,202,54,28
142,2025-09-22,DC_W,P3,505,105,27
142,2025-09-22,DC_W,P4,406,64,16
142,2025-09-22,DC_W,P5,207,66,40
142,2025-09-22,DC_C,P1,531,170,36
142,2025-09-22,DC_C,P2,517,150,33
142,2025-09-22,DC_C,P3,466,127,18
142,2025-09-22,DC_C,P4,492,94,27
142,2025-09-22,DC_C,P5,373,91,48
142,2025-09-22,DC_E,P1,303,96,8
142,2025-09-22,DC_E,P2,529,137,30
142,2025-09-22,DC_E,P3,528,101,9
142,2025-09-22,DC_E,P4,279,159,30
142,2025-09-22,DC_E,P5,282,71,6
143,2025-09-29,DC_W,P1,451,50,0
143,2025-09-29,DC_W,P2,355,153,34
143,2025-09-29,DC_W,P3,372,153,26
143,2025-09-29,DC_W,P4,590,74,30
143,2025-09-29,DC_W,P5,396,79,37
143,2025-09-29,DC_C,P1,310,107,18
143,2025-09-29,DC_C,P2,297,114,23
143,2025-09-29,DC_C,P3,497,164,7
143,2025-09-29,DC_C,P4,437,184,5
143,2025-09-29,DC_C,P5,389,162,30
143,2025-09-29,DC_E,P1,240,109,25
143,2025-09-29,DC_E,P2,598,76,49
143,2025-09-29,DC_E,P3,350,80,20
143,2025-09-29,DC_E,P4,445,82,14
143,2025-09-29,DC_E,P5,541,199,15
144,2025-10-06,DC_W,P1,259,168,30
144,2025-10-06,DC_W,P2,240,192,3
144,2025-10-06,DC_W,P3,450,113,27
144,2025-10-06,DC_W,P4,285,153,47
144,2025-10-06,DC_W,P5,383,128,11
144,2025-10-06,DC_C,P1,556,195,39
144,2025-10-06,DC_C,P2,417,193,7
144,2025-10-06,DC_C,P3,391,130,24
144,2025-10-06,DC_C,P4,520,150,6
144,2025-10-06,DC_C,P5,338,100,28
144,2025-10-06,DC_E,P1,316,67,32
144,2025-10-06,DC_E,P2,540,189,48
144,2025-10-06,DC_E,P3,512,70,42
144,2025-10-06,DC_E,P4,359,159,26
144,2025-10-06,DC_E,P5,531,113,3
145,2025-10-13,DC_W,P1,422,75,48
145,2025-10-13,DC_W,P2,410,133,45
145,2025-10-13,DC_W,P3,449,95,14
145,2025-10-13,DC_W,P4,400,179,39
145,2025-10-13,DC_W,P5,585,60,13
145,2025-10-13,DC_C,P1,232,162,7
145,2025-10-13,DC_C,P2,239,134,20
145,2025-10-13,DC_C,P3,486,123,21
145,2025-10-13,DC_C,P4,370,180,19
145,2025-10-13,DC_C,P5,333,100,9
145,2025-10-13,DC_E,P1,544,71,45
145,2025-10-13,DC_E,P2,313,184,39
145,2025-10-13,DC_E,P3,432,150,16
145,2025-10-13,DC_E,P4,429,93,20
145,2025-10-13,DC_E,P5,505,86,41
146,2025-10-20,DC_W,P1,350,129,47
146,2025-10-20,DC_W,P2,472,146,35
146,2025-10-20,DC_W,P3,567,87,30
146,2025-10-20,DC_W,P4,360,51,6
146,2025-10-20,DC_W,P5,329,134,44
146,2025-10-20,DC_C,P1,516,133,3
146,2025-10-20,DC_C,P2,314,105,31
146,2025-10-20,DC_C,P3,225,129,45
146,2025-10-20,DC_C,P4,482,169,34
146,2025-10-20,DC_C,P5,282,66,41
146,2025-10-20,DC_E,P1,478,136,9
146,2025-10-20,DC_E,P2,441,54,5
146,2025-10-20,DC_E,P3,324,116,6
146,2025-10-20,DC_E,P4,247,158,28
146,2025-10-20,DC_E,P5,413,117,48
147,2025-10-27,DC_W,P1,219,77,32
147,2025-10-27,DC_W,P2,254,138,28
147,2025-10-27,DC_W,P3,588,182,47
147,2025-10-27,DC_W,P4,245,180,6
147,2025-10-27,DC_W,P5,453,158,8
147,2025-10-27,DC_C,P1,453,57,14
147,2025-10-27,DC_C,P2,568,75,3
147,2025-10-27,DC_C,P3,377,177,3
147,2025-10-27,DC_C,P4,342,184,5
147,2025-10-27,DC_C,P5,324,166,27
147,2025-10-27,DC_E,P1,532,66,46
147,2025-10-27,DC_E,P2,573,73,1
147,2025-10-27,DC_E,P3,595,122,28
147,2025-10-27,DC_E,P4,446,168,40
147,2025-10-27,DC_E,P5,277,85,43
148,2025-11-03,DC_W,P1,527,142,49
148,2025-11-03,DC_W,P2,494,82,42
148,2025-11-03,DC_W,P3,365,55,16
148,2025-11-03,DC_W,P4,505,194,13
148,2025-11-03,DC_W,P5,298,134,40
148,2025-11-03,DC_C,P1,498,133,31
148,2025-11-03,DC_C,P2,296,114,12
148,2025-11-03,DC_C,P3,553,66,33
148,2025-11-03,DC_C,P4,304,121,14
148,2025-11-03,DC_C,P5,329,89,37
148,2025-11-03,DC_E,P1,346,158,22
148,2025-11-03,DC_E,P2,418,131,48
148,2025-11-03,DC_E,P3,346,81,45
148,2025-11-03,DC_E,P4,269,175,7
148,2025-11-03,DC_E,P5,463,72,46
149,2025-11-10,DC_W,P1,426,99,7
149,2025-11-10,DC_W,P2,348,155,19
149,2025-11-10,DC_W,P3,298,136,20
149,2025-11-10,DC_W,P4,266,73,35
149,2025-11-10,DC_W,P5,589,84,38
149,2025-11-10,DC_C,P1,235,107,25
149,2025-11-10,DC_C,P2,307,129,44
149,2025-11-10,DC_C,P3,577,65,13
149,2025-11-10,DC_C,P4,591,90,34
149,2025-11-10,DC_C,P5,301,103,9
149,2025-11-10,DC_E,P1,542,182,14
149,2025-11-10,DC_E,P2,529,103,4
149,2025-11-10,DC_E,P3,503,139,13
149,2025-11-10,DC_E,P4,301,196,43
149,2025-11-10,DC_E,P5,523,69,37
150,2025-11-17,DC_W,P1,285,196,2
150,2025-11-17,DC_W,P2,340,114,41
150,2025-11-17,DC_W,P3,506,106,28
150,2025-11-17,DC_W,P4,534,52,40
150,2025-11-17,DC_W,P5,578,54,2
150,2025-11-17,DC_C,P1,337,63,23
150,2025-11-17,DC_C,P2,491,135,9
150,2025-11-17,DC_C,P3,461,152,46
150,2025-11-17,DC_C,P4,258,153,45
150,2025-11-17,DC_C,P5,400,104,8
150,2025-11-17,DC_E,P1,546,109,46
150,2025-11-17,DC_E,P2,539,106,28
150,2025-11-17,DC_E,P3,210,89,35
150,2025-11-17,DC_E,P4,471,103,40
150,2025-11-17,DC_E,P5,294,119,23
151,2025-11-24,DC_W,P1,336,193,34
151,2025-11-24,DC_W,P2,415,126,7
151,2025-11-24,DC_W,P3,348,150,46
151,2025-11-24,DC_W,P4,526,95,21
151,2025-11-24,DC_W,P5,233,65,23
151,2025-11-24,DC_C,P1,412,89,32
151,2025-11-24,DC_C,P2,481,94,37
151,2025-11-24,DC_C,P3,282,131,40
151,2025-11-24,DC_C,P4,414,186,2
151,2025-11-24,DC_C,P5,435,134,33
151,2025-11-24,DC_E,P1,533,158,39
151,2025-11-24,DC_E,P2,315,108,31
151,2025-11-24,DC_E,P3,421,194,9
151,2025-11-24,DC_E,P4,340,135,43
151,2025-11-24,DC_E,P5,571,100,3
152,2025-12-01,DC_W,P1,368,109,49
152,2025-12-01,DC_W,P2,372,95,18
152,2025-12-01,DC_W,P3,358,173,4
152,2025-12-01,DC_W,P4,326,194,7
152,2025-12-01,DC_W,P5,497,103,29
152,2025-12-01,DC_C,P1,239,95,25
152,2025-12-01,DC_C,P2,292,131,10
152,2025-12-01,DC_C,P3,460,185,4
152,2025-12-01,DC_C,P4,286,176,31
152,2025-12-01,DC_C,P5,231,122,10
152,2025-12-01,DC_E,P1,279,191,38
152,2025-12-01,DC_E,P2,478,85,5
152,2025-12-01,DC_E,P3,548,50,19
152,2025-12-01,DC_E,P4,311,135,12
152,2025-12-01,DC_E,P5,324,177,30
153,2025-12-08,DC_W,P1,258,158,10
153,2025-12-08,DC_W,P2,373,146,13
153,2025-12-08,DC_W,P3,353,160,46
153,2025-12-08,DC_W,P4,411,51,16
153,2025-12-08,DC_W,P5,359,100,21
153,2025-12-08,DC_C,P1,453,68,13
153,2025-12-08,DC_C,P2,403,97,49
153,2025-12-08,DC_C,P3,372,180,44
153,2025-12-08,DC_C,P4,534,57,47
153,2025-12-08,DC_C,P5,251,55,20
153,2025-12-08,DC_E,P1,277,77,14
153,2025-12-08,DC_E,P2,299,152,9
153,2025-12-08,DC_E,P3,417,197,21
153,2025-12-08,DC_E,P4,456,195,6
153,2025-12-08,DC_E,P5,367,177,46
154,2025-12-15,DC_W,P1,440,71,45
154,2025-12-15,DC_W,P2,269,102,18
154,2025-12-15,DC_W,P3,378,168,40
154,2025-12-15,DC_W,P4,487,53,28
154,2025-12-15,DC_W,P5,498,116,47
154,2025-12-15,DC_C,P1,529,145,3
154,2025-12-15,DC_C,P2,460,186,18
154,2025-12-15,DC_C,P3,535,96,28
154,2025-12-15,DC_C,P4,459,151,44
154,2025-12-15,DC_C,P5,293,89,35
154,2025-12-15,DC_E,P1,270,119,1
154,2025-12-15,DC_E,P2,256,151,37
154,2025-12-15,DC_E,P3,246,84,4
154,2025-12-15,DC_E,P4,373,68,21
154,2025-12-15,DC_E,P5,492,152,14
155,2025-12-22,DC_W,P1,469,189,17
155,2025-12-22,DC_W,P2,331,135,12
155,2025-12-22,DC_W,P3,460,174,22
155,2025-12-22,DC_W,P4,471,147,1
155,2025-12-22,DC_W,P5,273,184,46
155,2025-12-22,DC_C,P1,512,188,15
155,2025-12-22,DC_C,P2,299,107,2
155,2025-12-22,DC_C,P3,523,197,41
155,2025-12-22,DC_C,P4,421,94,9
155,2025-12-22,DC_C,P5,345,150,22
155,2025-12-22,DC_E,P1,573,178,5
155,2025-12-22,DC_E,P2,252,151,11
155,2025-12-22,DC_E,P3,516,138,11
155,2025-12-22,DC_E,P4,391,110,43
155,2025-12-22,DC_E,P5,212,184,32
